,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate
6906,27265,19,Iowa,2018,November,"2,464,858","1,711,649",69.4,"1,667,225",67.6,"44,424",2.6
6907,27266,20,Kansas,2018,November,"2,224,934","1,486,153",66.8,"1,436,908",64.6,"49,245",3.3
6908,27267,21,Kentucky,2018,November,"3,491,101","2,052,885",58.8,"1,966,565",56.3,"86,320",4.2
6909,27268,22,Louisiana,2018,November,"3,585,137","2,111,546",58.9,"2,010,065",56.1,"101,481",4.8
6910,27269,23,Maine,2018,November,"1,107,768","697,896",63,"675,669",61,"22,227",3.2
6911,27270,24,Maryland,2018,November,"4,758,978","3,227,063",67.8,"3,107,999",65.3,"119,064",3.7
6912,27271,25,Massachusetts,2018,November,"5,625,242","3,782,165",67.2,"3,657,030",65,"125,135",3.3
6913,27272,26,Michigan,2018,November,"7,985,290","4,931,644",61.8,"4,727,384",59.2,"204,260",4.1
6914,27273,27,Minnesota,2018,November,"4,405,705","3,067,728",69.6,"2,971,706",67.5,"96,022",3.1
6915,27274,28,Mississippi,2018,November,"2,286,954","1,269,864",55.5,"1,203,942",52.6,"65,922",5.2
6916,27275,29,Missouri,2018,November,"4,802,145","3,053,543",63.6,"2,957,393",61.6,"96,150",3.1
6917,27276,30,Montana,2018,November,"846,300","532,085",62.9,"512,437",60.6,"19,648",3.7
6918,27277,31,Nebraska,2018,November,"1,474,305","1,032,250",70,"1,002,062",68,"30,188",2.9
6919,27278,32,Nevada,2018,November,"2,399,462","1,527,304",63.7,"1,462,170",60.9,"65,134",4.3
6920,27279,33,New Hampshire,2018,November,"1,117,092","767,428",68.7,"747,685",66.9,"19,743",2.6
6921,27280,34,New Jersey,2018,November,"7,070,040","4,461,460",63.1,"4,298,523",60.8,"162,937",3.7
6922,27281,35,New Mexico,2018,November,"1,635,213","952,564",58.3,"903,804",55.3,"48,760",5.1
6923,27282,36,New York,2018,November,"15,692,307","9,509,895",60.6,"9,133,931",58.2,"375,964",4
6924,27283,51000,New York city,2018,November,"6,760,001","4,068,830",60.2,"3,898,409",57.7,"170,421",4.2
6925,27284,37,North Carolina,2018,November,"8,188,551","5,011,450",61.2,"4,811,694",58.8,"199,756",4
6926,27285,38,North Dakota,2018,November,"582,717","407,159",69.9,"397,431",68.2,"9,728",2.4
6927,27286,39,Ohio,2018,November,"9,230,154","5,813,355",63,"5,552,197",60.2,"261,158",4.5
6928,27287,40,Oklahoma,2018,November,"3,019,516","1,834,179",60.7,"1,776,669",58.8,"57,510",3.1
6929,27288,41,Oregon,2018,November,"3,387,402","2,095,533",61.9,"2,007,705",59.3,"87,828",4.2
6930,27289,42,Pennsylvania,2018,November,"10,274,249","6,460,337",62.9,"6,178,551",60.1,"281,786",4.4
6931,27290,44,Rhode Island,2018,November,"862,824","557,717",64.6,"535,838",62.1,"21,879",3.9
6932,27291,45,South Carolina,2018,November,"4,031,265","2,345,726",58.2,"2,268,998",56.3,"76,728",3.3
6933,27292,46,South Dakota,2018,November,"669,959","459,943",68.7,"446,677",66.7,"13,266",2.9
6934,27293,47,Tennessee,2018,November,"5,349,521","3,280,821",61.3,"3,166,444",59.2,"114,377",3.5
6935,27294,48,Texas,2018,November,"21,713,757","13,888,671",64,"13,357,878",61.5,"530,793",3.8
6936,27295,49,Utah,2018,November,"2,318,480","1,584,026",68.3,"1,538,597",66.4,"45,429",2.9
6937,27296,50,Vermont,2018,November,"517,846","345,389",66.7,"337,476",65.2,"7,913",2.3
6938,27297,51,Virginia,2018,November,"6,657,983","4,372,860",65.7,"4,247,614",63.8,"125,246",2.9
6939,27298,53,Washington,2018,November,"5,970,124","3,851,215",64.5,"3,678,279",61.6,"172,936",4.5
6940,27299,54,West Virginia,2018,November,"1,453,917","795,364",54.7,"755,031",51.9,"40,333",5.1
6941,27300,55,Wisconsin,2018,November,"4,621,113","3,093,703",66.9,"2,999,369",64.9,"94,334",3
6942,27301,56,Wyoming,2018,November,"449,941","295,102",65.6,"283,416",63,"11,686",4
6943,27302,1,Alabama,2018,December,"3,857,442","2,226,751",57.7,"2,144,197",55.6,"82,554",3.7
6944,27303,2,Alaska,2018,December,"546,663","354,566",64.9,"333,931",61.1,"20,635",5.8
6945,27304,4,Arizona,2018,December,"5,660,505","3,488,395",61.6,"3,312,873",58.5,"175,522",5
6946,27305,5,Arkansas,2018,December,"2,340,021","1,360,949",58.2,"1,311,102",56,"49,847",3.7
6947,27306,6,California,2018,December,"31,007,415","19,327,664",62.3,"18,492,465",59.6,"835,199",4.3
6948,27307,37,Los Angeles County,2018,December,"8,058,420","5,096,874",63.2,"4,856,357",60.3,"240,517",4.7
6949,27308,8,Colorado,2018,December,"4,510,886","3,099,887",68.7,"3,005,135",66.6,"94,752",3.1
6950,27309,9,Connecticut,2018,December,"2,885,775","1,915,020",66.4,"1,843,489",63.9,"71,531",3.7
6951,27310,10,Delaware,2018,December,"775,662","483,777",62.4,"466,721",60.2,"17,056",3.5
6952,27311,11,District of Columbia,2018,December,"579,091","409,807",70.8,"385,967",66.7,"23,840",5.8
6953,27312,12,Florida,2018,December,"17,303,538","10,232,330",59.1,"9,872,842",57.1,"359,488",3.5
6954,27313,13,Georgia,2018,December,"8,148,150","5,116,798",62.8,"4,916,885",60.3,"199,913",3.9
6955,27314,15,Hawaii,2018,December,"1,093,269","670,180",61.3,"651,974",59.6,"18,206",2.7
6956,27315,16,Idaho,2018,December,"1,351,412","865,525",64,"840,393",62.2,"25,132",2.9
6957,27316,17,Illinois,2018,December,"10,011,743","6,479,035",64.7,"6,187,431",61.8,"291,604",4.5
6958,27317,18,Indiana,2018,December,"5,226,671","3,388,040",64.8,"3,270,676",62.6,"117,364",3.5
6959,27318,19,Iowa,2018,December,"2,465,707","1,716,455",69.6,"1,671,199",67.8,"45,256",2.6
6960,27319,20,Kansas,2018,December,"2,225,238","1,487,403",66.8,"1,437,993",64.6,"49,410",3.3
6961,27320,21,Kentucky,2018,December,"3,491,863","2,054,479",58.8,"1,968,189",56.4,"86,290",4.2
6962,27321,22,Louisiana,2018,December,"3,585,010","2,110,632",58.9,"2,009,979",56.1,"100,653",4.8
6963,27322,23,Maine,2018,December,"1,108,245","697,440",62.9,"675,886",61,"21,554",3.1
6964,27323,24,Maryland,2018,December,"4,760,033","3,234,226",67.9,"3,114,968",65.4,"119,258",3.7
6965,27324,25,Massachusetts,2018,December,"5,626,729","3,784,000",67.3,"3,659,729",65,"124,271",3.3
6966,27325,26,Michigan,2018,December,"7,986,018","4,938,752",61.8,"4,731,861",59.3,"206,891",4.2
6967,27326,27,Minnesota,2018,December,"4,408,141","3,071,438",69.7,"2,973,113",67.4,"98,325",3.2
6968,27327,28,Mississippi,2018,December,"2,287,035","1,271,512",55.6,"1,203,781",52.6,"67,731",5.3
6969,27328,29,Missouri,2018,December,"4,803,671","3,057,685",63.7,"2,960,620",61.6,"97,065",3.2
6970,27329,30,Montana,2018,December,"846,955","532,808",62.9,"513,165",60.6,"19,643",3.7
6971,27330,31,Nebraska,2018,December,"1,474,901","1,034,171",70.1,"1,003,405",68,"30,766",3
6972,27331,32,Nevada,2018,December,"2,403,986","1,532,865",63.8,"1,467,684",61.1,"65,181",4.3
6973,27332,33,New Hampshire,2018,December,"1,117,717","768,544",68.8,"748,557",67,"19,987",2.6
6974,27333,34,New Jersey,2018,December,"7,070,620","4,468,865",63.2,"4,307,535",60.9,"161,330",3.6
6975,27334,35,New Mexico,2018,December,"1,636,109","954,259",58.3,"904,938",55.3,"49,321",5.2
6976,27335,36,New York,2018,December,"15,688,330","9,514,720",60.6,"9,136,431",58.2,"378,289",4
6977,27336,51000,New York city,2018,December,"6,757,227","4,071,942",60.3,"3,899,410",57.7,"172,532",4.2
6978,27337,37,North Carolina,2018,December,"8,197,290","5,024,813",61.3,"4,823,258",58.8,"201,555",4
6979,27338,38,North Dakota,2018,December,"582,822","408,005",70,"398,333",68.3,"9,672",2.4
6980,27339,39,Ohio,2018,December,"9,231,796","5,820,069",63,"5,561,420",60.2,"258,649",4.4
6981,27340,40,Oklahoma,2018,December,"3,020,959","1,835,859",60.8,"1,777,527",58.8,"58,332",3.2
6982,27341,41,Oregon,2018,December,"3,390,287","2,100,526",62,"2,011,924",59.3,"88,602",4.2
6983,27342,42,Pennsylvania,2018,December,"10,274,249","6,467,194",62.9,"6,185,428",60.2,"281,766",4.4
6984,27343,44,Rhode Island,2018,December,"862,819","557,690",64.6,"536,108",62.1,"21,582",3.9
6985,27344,45,South Carolina,2018,December,"4,036,270","2,353,347",58.3,"2,276,994",56.4,"76,353",3.2
6986,27345,46,South Dakota,2018,December,"670,527","460,648",68.7,"447,178",66.7,"13,470",2.9
6987,27346,47,Tennessee,2018,December,"5,353,537","3,291,684",61.5,"3,178,225",59.4,"113,459",3.4
6988,27347,48,Texas,2018,December,"21,742,357","13,910,127",64,"13,382,106",61.5,"528,021",3.8
6989,27348,49,Utah,2018,December,"2,322,551","1,587,436",68.3,"1,542,359",66.4,"45,077",2.8
6990,27349,50,Vermont,2018,December,"517,887","345,196",66.7,"337,387",65.1,"7,809",2.3
6991,27350,51,Virginia,2018,December,"6,661,589","4,383,123",65.8,"4,256,692",63.9,"126,431",2.9
6992,27351,53,Washington,2018,December,"5,976,850","3,861,335",64.6,"3,686,272",61.7,"175,063",4.5
6993,27352,54,West Virginia,2018,December,"1,453,323","795,406",54.7,"755,041",52,"40,365",5.1
6994,27353,55,Wisconsin,2018,December,"4,622,766","3,093,618",66.9,"2,998,620",64.9,"94,998",3.1
6995,27354,56,Wyoming,2018,December,"450,154","295,151",65.6,"283,759",63,"11,392",3.9
6996,27355,1,Alabama,2019,January,"3,858,512","2,229,899",57.8,"2,149,188",55.7,"80,711",3.6
6997,27356,2,Alaska,2019,January,"546,579","354,226",64.8,"333,822",61.1,"20,404",5.8
6998,27357,4,Arizona,2019,January,"5,670,393","3,497,563",61.7,"3,321,318",58.6,"176,245",5
6999,27358,5,Arkansas,2019,January,"2,340,710","1,362,495",58.2,"1,313,091",56.1,"49,404",3.6
7000,27359,6,California,2019,January,"31,012,788","19,334,306",62.3,"18,501,317",59.7,"832,989",4.3
7001,27360,37,Los Angeles County,2019,January,"8,057,333","5,096,740",63.3,"4,857,495",60.3,"239,245",4.7
7002,27361,8,Colorado,2019,January,"4,516,317","3,104,049",68.7,"3,011,353",66.7,"92,696",3
7003,27362,9,Connecticut,2019,January,"2,885,407","1,915,116",66.4,"1,844,065",63.9,"71,051",3.7
7004,27363,10,Delaware,2019,January,"776,420","484,604",62.4,"467,642",60.2,"16,962",3.5
7005,27364,11,District of Columbia,2019,January,"579,320","410,815",70.9,"386,787",66.8,"24,028",5.8
7006,27365,12,Florida,2019,January,"17,320,950","10,240,878",59.1,"9,884,007",57.1,"356,871",3.5
7007,27366,13,Georgia,2019,January,"8,156,579","5,119,814",62.8,"4,921,294",60.3,"198,520",3.9
7008,27367,15,Hawaii,2019,January,"1,092,891","669,216",61.2,"650,983",59.6,"18,233",2.7
7009,27368,16,Idaho,2019,January,"1,354,143","867,880",64.1,"842,597",62.2,"25,283",2.9
7010,27369,17,Illinois,2019,January,"10,009,039","6,481,193",64.8,"6,188,462",61.8,"292,731",4.5
7011,27370,18,Indiana,2019,January,"5,228,912","3,389,065",64.8,"3,272,106",62.6,"116,959",3.5
7012,27371,19,Iowa,2019,January,"2,466,434","1,720,862",69.8,"1,674,943",67.9,"45,919",2.7
7013,27372,20,Kansas,2019,January,"2,225,406","1,488,175",66.9,"1,439,031",64.7,"49,144",3.3
7014,27373,21,Kentucky,2019,January,"3,492,386","2,056,192",58.9,"1,970,166",56.4,"86,026",4.2
7015,27374,22,Louisiana,2019,January,"3,584,760","2,109,231",58.8,"2,010,280",56.1,"98,951",4.7
7016,27375,23,Maine,2019,January,"1,108,679","696,627",62.8,"675,932",61,"20,695",3
7017,27376,24,Maryland,2019,January,"4,760,866","3,240,729",68.1,"3,121,909",65.6,"118,820",3.7
7018,27377,25,Massachusetts,2019,January,"5,627,960","3,784,356",67.2,"3,661,520",65.1,"122,836",3.2
7019,27378,26,Michigan,2019,January,"7,986,297","4,943,420",61.9,"4,735,037",59.3,"208,383",4.2
7020,27379,27,Minnesota,2019,January,"4,410,297","3,073,895",69.7,"2,974,372",67.4,"99,523",3.2
7021,27380,28,Mississippi,2019,January,"2,287,007","1,272,778",55.7,"1,203,954",52.6,"68,824",5.4
7022,27381,29,Missouri,2019,January,"4,804,992","3,061,111",63.7,"2,963,576",61.7,"97,535",3.2
7023,27382,30,Montana,2019,January,"847,596","533,342",62.9,"513,765",60.6,"19,577",3.7
7024,27383,31,Nebraska,2019,January,"1,475,406","1,035,771",70.2,"1,004,580",68.1,"31,191",3
7025,27384,32,Nevada,2019,January,"2,408,437","1,538,037",63.9,"1,473,244",61.2,"64,793",4.2
7026,27385,33,New Hampshire,2019,January,"1,118,346","769,605",68.8,"749,422",67,"20,183",2.6
7027,27386,34,New Jersey,2019,January,"7,070,860","4,475,446",63.3,"4,316,419",61,"159,027",3.6
7028,27387,35,New Mexico,2019,January,"1,636,932","955,496",58.4,"906,060",55.4,"49,436",5.2
7029,27388,36,New York,2019,January,"15,683,812","9,516,504",60.7,"9,138,251",58.3,"378,253",4
7030,27389,51000,New York city,2019,January,"6,754,744","4,074,149",60.3,"3,901,266",57.8,"172,883",4.2
7031,27390,37,North Carolina,2019,January,"8,205,684","5,037,188",61.4,"4,834,872",58.9,"202,316",4
7032,27391,38,North Dakota,2019,January,"582,907","408,772",70.1,"399,177",68.5,"9,595",2.3
7033,27392,39,Ohio,2019,January,"9,232,906","5,821,680",63.1,"5,569,078",60.3,"252,602",4.3
7034,27393,40,Oklahoma,2019,January,"3,022,283","1,837,515",60.8,"1,778,982",58.9,"58,533",3.2
7035,27394,41,Oregon,2019,January,"3,392,962","2,104,052",62,"2,016,017",59.4,"88,035",4.2
7036,27395,42,Pennsylvania,2019,January,"10,273,786","6,471,515",63,"6,190,529",60.3,"280,986",4.3
7037,27396,44,Rhode Island,2019,January,"862,811","557,420",64.6,"536,323",62.2,"21,097",3.8
7038,27397,45,South Carolina,2019,January,"4,041,071","2,360,357",58.4,"2,284,101",56.5,"76,256",3.2
7039,27398,46,South Dakota,2019,January,"671,039","461,221",68.7,"447,577",66.7,"13,644",3
7040,27399,47,Tennessee,2019,January,"5,357,263","3,302,421",61.6,"3,189,960",59.5,"112,461",3.4
7041,27400,48,Texas,2019,January,"21,770,174","13,925,005",64,"13,405,426",61.6,"519,579",3.7
7042,27401,49,Utah,2019,January,"2,326,530","1,590,728",68.4,"1,546,260",66.5,"44,468",2.8
7043,27402,50,Vermont,2019,January,"517,878","345,044",66.6,"337,315",65.1,"7,729",2.2
7044,27403,51,Virginia,2019,January,"6,664,897","4,392,956",65.9,"4,266,093",64,"126,863",2.9
7045,27404,53,Washington,2019,January,"5,983,264","3,869,370",64.7,"3,694,099",61.7,"175,271",4.5
7046,27405,54,West Virginia,2019,January,"1,452,650","795,093",54.7,"755,008",52,"40,085",5
7047,27406,55,Wisconsin,2019,January,"4,624,157","3,093,213",66.9,"2,997,422",64.8,"95,791",3.1
7048,27407,56,Wyoming,2019,January,"450,258","295,087",65.5,"284,091",63.1,"10,996",3.7
7049,27408,1,Alabama,2019,February,"3,859,089","2,231,539",57.8,"2,153,542",55.8,"77,997",3.5
7050,27409,2,Alaska,2019,February,"546,404","353,848",64.8,"333,818",61.1,"20,030",5.7
7051,27410,4,Arizona,2019,February,"5,679,559","3,505,030",61.7,"3,329,490",58.6,"175,540",5
7052,27411,5,Arkansas,2019,February,"2,341,109","1,363,048",58.2,"1,314,551",56.2,"48,497",3.6
7053,27412,6,California,2019,February,"31,014,817","19,329,357",62.3,"18,505,844",59.7,"823,513",4.3
7054,27413,37,Los Angeles County,2019,February,"8,055,557","5,094,431",63.2,"4,858,154",60.3,"236,277",4.6
7055,27414,8,Colorado,2019,February,"4,521,344","3,106,730",68.7,"3,016,857",66.7,"89,873",2.9
7056,27415,9,Connecticut,2019,February,"2,884,720","1,914,273",66.4,"1,844,132",63.9,"70,141",3.7
7057,27416,10,Delaware,2019,February,"777,040","485,013",62.4,"468,253",60.3,"16,760",3.5
7058,27417,11,District of Columbia,2019,February,"579,490","411,603",71,"387,701",66.9,"23,902",5.8
7059,27418,12,Florida,2019,February,"17,335,625","10,246,115",59.1,"9,895,249",57.1,"350,866",3.4
7060,27419,13,Georgia,2019,February,"8,164,162","5,121,124",62.7,"4,925,912",60.3,"195,212",3.8
7061,27420,15,Hawaii,2019,February,"1,092,373","668,172",61.2,"650,161",59.5,"18,011",2.7
7062,27421,16,Idaho,2019,February,"1,356,695","869,873",64.1,"844,753",62.3,"25,120",2.9
7063,27422,17,Illinois,2019,February,"10,005,294","6,479,413",64.8,"6,189,942",61.9,"289,471",4.5
7064,27423,18,Indiana,2019,February,"5,230,605","3,387,179",64.8,"3,271,793",62.6,"115,386",3.4
7065,27424,19,Iowa,2019,February,"2,466,914","1,724,077",69.9,"1,677,806",68,"46,271",2.7
7066,27425,20,Kansas,2019,February,"2,225,385","1,488,377",66.9,"1,439,945",64.7,"48,432",3.3
7067,27426,21,Kentucky,2019,February,"3,492,597","2,057,471",58.9,"1,971,899",56.5,"85,572",4.2
7068,27427,22,Louisiana,2019,February,"3,584,066","2,107,156",58.8,"2,010,838",56.1,"96,318",4.6
7069,27428,23,Maine,2019,February,"1,108,981","695,458",62.7,"675,738",60.9,"19,720",2.8
7070,27429,24,Maryland,2019,February,"4,761,146","3,245,796",68.2,"3,128,338",65.7,"117,458",3.6
7071,27430,25,Massachusetts,2019,February,"5,628,669","3,783,198",67.2,"3,662,566",65.1,"120,632",3.2
7072,27431,26,Michigan,2019,February,"7,985,730","4,945,098",61.9,"4,736,749",59.3,"208,349",4.2
7073,27432,27,Minnesota,2019,February,"4,412,091","3,075,308",69.7,"2,975,818",67.4,"99,490",3.2
7074,27433,28,Mississippi,2019,February,"2,286,684","1,273,521",55.7,"1,204,365",52.7,"69,156",5.4
7075,27434,29,Missouri,2019,February,"4,805,762","3,063,239",63.7,"2,965,866",61.7,"97,373",3.2
7076,27435,30,Montana,2019,February,"848,103","533,591",62.9,"514,177",60.6,"19,414",3.6
7077,27436,31,Nebraska,2019,February,"1,475,799","1,036,833",70.3,"1,005,468",68.1,"31,365",3
7078,27437,32,Nevada,2019,February,"2,412,610","1,542,686",63.9,"1,478,727",61.3,"63,959",4.1
7079,27438,33,New Hampshire,2019,February,"1,118,827","770,345",68.9,"750,122",67,"20,223",2.6
7080,27439,34,New Jersey,2019,February,"7,070,361","4,479,889",63.4,"4,324,557",61.2,"155,332",3.5
7081,27440,35,New Mexico,2019,February,"1,637,533","956,167",58.4,"906,992",55.4,"49,175",5.1
7082,27441,36,New York,2019,February,"15,677,402","9,512,517",60.7,"9,137,837",58.3,"374,680",3.9
7083,27442,51000,New York city,2019,February,"6,751,560","4,074,036",60.3,"3,903,199",57.8,"170,837",4.2
7084,27443,37,North Carolina,2019,February,"8,213,133","5,047,058",61.5,"4,845,470",59,"201,588",4
7085,27444,38,North Dakota,2019,February,"582,958","409,259",70.2,"399,747",68.6,"9,512",2.3
7086,27445,39,Ohio,2019,February,"9,233,071","5,818,965",63,"5,574,672",60.4,"244,293",4.2
7087,27446,40,Oklahoma,2019,February,"3,023,300","1,838,736",60.8,"1,780,731",58.9,"58,005",3.2
7088,27447,41,Oregon,2019,February,"3,395,298","2,105,435",62,"2,019,199",59.5,"86,236",4.1
7089,27448,42,Pennsylvania,2019,February,"10,272,066","6,472,348",63,"6,193,118",60.3,"279,230",4.3
7090,27449,44,Rhode Island,2019,February,"862,728","556,912",64.6,"536,424",62.2,"20,488",3.7
7091,27450,45,South Carolina,2019,February,"4,045,392","2,365,576",58.5,"2,289,616",56.6,"75,960",3.2
7092,27451,46,South Dakota,2019,February,"671,463","461,585",68.7,"447,840",66.7,"13,745",3
7093,27452,47,Tennessee,2019,February,"5,360,432","3,311,358",61.8,"3,200,006",59.7,"111,352",3.4
7094,27453,48,Texas,2019,February,"21,795,969","13,933,148",63.9,"13,426,644",61.6,"506,504",3.6
7095,27454,49,Utah,2019,February,"2,330,395","1,593,690",68.4,"1,550,084",66.5,"43,606",2.7
7096,27455,50,Vermont,2019,February,"517,850","344,853",66.6,"337,215",65.1,"7,638",2.2
7097,27456,51,Virginia,2019,February,"6,667,480","4,400,891",66,"4,274,830",64.1,"126,061",2.9
7098,27457,53,Washington,2019,February,"5,989,125","3,875,239",64.7,"3,702,019",61.8,"173,220",4.5
7099,27458,54,West Virginia,2019,February,"1,451,808","794,490",54.7,"755,012",52,"39,478",5
7100,27459,55,Wisconsin,2019,February,"4,625,075","3,092,376",66.9,"2,995,774",64.8,"96,602",3.1
7101,27460,56,Wyoming,2019,February,"450,382","294,948",65.5,"284,366",63.1,"10,582",3.6
7102,27461,1,Alabama,2019,March,"3,860,039","2,231,949",57.8,"2,157,197",55.9,"74,752",3.3
7103,27462,2,Alaska,2019,March,"546,284","353,549",64.7,"333,909",61.1,"19,640",5.6
7104,27463,4,Arizona,2019,March,"5,689,006","3,511,703",61.7,"3,337,412",58.7,"174,291",5
7105,27464,5,Arkansas,2019,March,"2,341,740","1,362,776",58.2,"1,315,205",56.2,"47,571",3.5
7106,27465,6,California,2019,March,"31,017,497","19,317,936",62.3,"18,507,077",59.7,"810,859",4.2
7107,27466,37,Los Angeles County,2019,March,"8,054,081","5,091,825",63.2,"4,859,065",60.3,"232,760",4.6
7108,27467,8,Colorado,2019,March,"4,526,747","3,108,718",68.7,"3,022,045",66.8,"86,673",2.8
7109,27468,9,Connecticut,2019,March,"2,884,267","1,913,006",66.3,"1,843,951",63.9,"69,055",3.6
7110,27469,10,Delaware,2019,March,"777,740","485,202",62.4,"468,646",60.3,"16,556",3.4
7111,27470,11,District of Columbia,2019,March,"579,681","412,224",71.1,"388,705",67.1,"23,519",5.7
7112,27471,12,Florida,2019,March,"17,351,326","10,251,856",59.1,"9,908,175",57.1,"343,681",3.4
7113,27472,13,Georgia,2019,March,"8,172,347","5,121,857",62.7,"4,930,893",60.3,"190,964",3.7
7114,27473,15,Hawaii,2019,March,"1,091,842","667,192",61.1,"649,533",59.5,"17,659",2.6
7115,27474,16,Idaho,2019,March,"1,359,388","871,655",64.1,"846,865",62.3,"24,790",2.8
7116,27475,17,Illinois,2019,March,"10,002,260","6,474,417",64.7,"6,192,065",61.9,"282,352",4.4
7117,27476,18,Indiana,2019,March,"5,232,865","3,382,749",64.6,"3,269,690",62.5,"113,059",3.3
7118,27477,19,Iowa,2019,March,"2,467,642","1,726,422",70,"1,679,946",68.1,"46,476",2.7
7119,27478,20,Kansas,2019,March,"2,225,581","1,488,364",66.9,"1,440,776",64.7,"47,588",3.2
7120,27479,21,Kentucky,2019,March,"3,493,161","2,058,799",58.9,"1,973,474",56.5,"85,325",4.1
7121,27480,22,Louisiana,2019,March,"3,583,666","2,105,146",58.7,"2,011,546",56.1,"93,600",4.4
7122,27481,23,Maine,2019,March,"1,109,377","694,264",62.6,"675,443",60.9,"18,821",2.7
7123,27482,24,Maryland,2019,March,"4,761,718","3,249,927",68.3,"3,134,185",65.8,"115,742",3.6
